doc_id,type_decision,formation,judge_rapporteur_name,predicted_author,max_probability,prob_rapporteur,norm_rapporteur,rapporteur_rank,top1_match,top3_match,prob_David Uhlíř,prob_Eliška Wagnerová,prob_Iva Brožová,prob_Ivana Janů,prob_Jan Filip,prob_Jan Musil,prob_Jiří Nykodým,prob_Jiří Zemánek,prob_Josef Fiala,prob_Kateřina Šimáčková,prob_Ludvík David,prob_Michaela Židlická,prob_Miloslav Výborný,prob_Pavel Varvařovský,prob_Radovan Suchánek,prob_Stanislav Balík,prob_Vladimír Kůrka,prob_Vladimír Sládeček,prob_Vojtěch Šimíček
ECLI:CZ:US:2021:3.US.1765.21.2,Nález,Third Chamber,Vojtěch Šimíček,Radovan Suchánek,0.6886801723936559,0.0461743440339884,0.0521181970796674,2,0,1,0.0001756201306697,0.0027478976275458,0.000180947222081,0.0182977027304335,0.0016175900045161,0.001465919896822,0.0021271568806953,0.0013100250273977,0.0021821057097294,0.0082019108474896,0.0001914958243443,0.0004209372800375,0.0019386213647945,0.0005166769824102,0.6886801723936559,0.0086002224233893,0.0001925277092407,0.0051070650264575,0.0461743440339884
ECLI:CZ:US:2021:3.US.2116.21.1,Nález,Third Chamber,Vojtěch Šimíček,Radovan Suchánek,0.4525510620151215,0.0230922136468775,0.0521479729737657,2,0,1,0.0004506386633126,0.0004284569859628,0.0002715649603042,0.0032527023878339,0.0003353318337928,0.0088147325220737,0.0030169027552525,0.0007969280411858,0.0006045530290383,0.0021137123820816,0.000978484101539,0.0010471464819577,0.0005315104917008,0.0023110046590712,0.4525510620151215,0.0004339661153851,0.0002531559229843,0.0027945842392016,0.0230922136468775
ECLI:CZ:US:2021:4.US.1664.21.1,Nález,Fourth Chamber,Jan Filip,Josef Fiala,0.2658101010772884,0.0007931292468621,0.0513403755260409,10,0,0,0.0003922695321253,0.0038327433505503,0.0003664960801264,0.0205905383787795,0.0007931292468621,0.0052034852838649,0.0015201295165893,0.0032257218515675,0.2658101010772884,0.0002827124665698,7.06931828003509e-05,0.0001422310928966,0.0004843501398605,7.203123640826914e-05,0.1220307671446491,0.0045561318269886,0.0006018308009851,0.0161613148456403,0.0003466986912127
ECLI:CZ:US:2021:4.US.2081.21.1,Nález,Fourth Chamber,Jan Filip,Josef Fiala,0.5198406040342671,0.0010239522506247,0.0504410335792029,12,0,0,0.0003826278695183,0.0029706386016524,0.0018383792015841,0.0058004365565893,0.0010239522506247,0.0037426111063216,0.0019780009565296,0.003916102697768,0.5198406040342671,9.079924606627304e-05,4.254599541997425e-05,0.0001397306517077,8.155119899508306e-05,1.936147923088916e-05,0.0968033449498204,0.0275211025706615,0.0014266692108461,0.0101566787471146,0.0004296754695205
ECLI:CZ:US:2021:4.US.677.21.1,Nález,Fourth Chamber,Jan Filip,Radovan Suchánek,0.1801193009542023,0.0018837779289588,0.0515341109512231,8,0,0,0.0002725446403786,0.000509294878739,8.796719860781798e-05,0.0114743941053876,0.0018837779289588,0.0155254698455347,0.0050722328952742,0.0032092918349658,0.1790927832444363,0.001118648315321,0.0011457415109697,0.0002544075793695,0.0011522637972784,0.0004189005125193,0.1801193009542023,0.0016377710761596,0.0001256401591029,0.0022422309228319,0.0013749634673118
ECLI:CZ:US:2021:3.US.3339.20.1,Nález,Third Chamber,Vojtěch Šimíček,Vojtěch Šimíček,0.2213157811727834,0.2213157811727834,0.0640843675876466,1,1,1,0.0021892314658903,0.0020612072507415,0.0001398466514527,0.0420433903433352,0.0034681046920152,0.0036900316128677,0.0017010828270409,0.001634643168487,0.0001830884895929,0.0616732263359697,0.0008017302004335,0.0007370871288722,0.0014259825681941,0.0007204773912942,0.0389102446880155,0.0452361065984951,0.0002012156511906,0.0106611926464744,0.2213157811727834
ECLI:CZ:US:2021:3.US.2269.20.1,Nález,Third Chamber,Jiří Zemánek,Radovan Suchánek,0.6202330015471933,0.0330324170895189,0.0514900155487359,5,0,0,0.0006846377006455,0.0002730998162157,0.000337581896963,0.0637075252221763,0.0002618118548566,0.0031414550846965,0.0013160709327924,0.0330324170895189,0.0421848223626019,0.0023612084434499,0.0038476619988343,0.000550739241659,0.0006230899410878,0.000100809468076,0.6202330015471933,0.0037759686462278,0.0006497277191028,0.0513894253070641,0.00099044622235
ECLI:CZ:US:2021:Pl.US.13.21.1,Usnesení,Plenum,Radovan Suchánek,Radovan Suchánek,0.944042970013022,0.944042970013022,0.1233341308041953,1,1,1,2.1470185393439112e-05,0.0087080322298218,0.0013223804973442,0.0005379482033827,0.000283028492354,0.0068379670241237,0.0001493877650765,0.0171439520039026,0.1959303383630679,0.0001529358739359,0.0038941087379927,0.000356181874466,1.2321566529832008e-05,7.958358285971932e-05,0.944042970013022,0.0030475877880352,0.0081099609589167,0.0023175072784755,0.0005322782284397
ECLI:CZ:US:2021:3.US.2498.19.2,Nález,Third Chamber,Jiří Zemánek,Radovan Suchánek,0.0946148738887204,0.0275388557558882,0.0534243941742922,3,0,1,0.001401378562506,0.0021207592290616,0.0008169986334235,0.066973055178323,0.0003889275793283,0.0021424564038061,0.0024790257967948,0.0275388557558882,0.0257206072033357,0.0009129359498424,0.0005786947338689,0.0011145825883192,0.0003833847650231,0.0003524476235685,0.0946148738887204,0.0009597127046668,0.0001285950314804,0.003737505466562,0.0006644698159645
ECLI:CZ:US:2021:3.US.61.21.2,Nález,Third Chamber,Radovan Suchánek,Radovan Suchánek,0.3699739079274249,0.3699739079274249,0.0726396672065176,1,1,1,0.0002005666295834,0.001962516930826,0.0031106605416899,0.0023691879288925,0.0003794246973702,0.0011677871030337,0.0035424279132402,2.6188846483259843e-05,0.0105353315644325,0.0002094954065806,9.47869873559102e-05,0.0032641752981962,0.0023565931342388,0.0003129881698998,0.3699739079274249,0.0385974543780543,0.0005891052955032,0.0029520587132883,0.3433282270124361
ECLI:CZ:US:2021:3.US.1773.19.1,Usnesení,Third Chamber,Jiří Zemánek,Josef Fiala,0.8401279419812847,0.0037072706065615,0.0490816598684544,7,0,0,0.0003186567255079,0.0091181602506484,0.0144352433639423,0.0020236449261502,0.0003462133837985,0.0548353308567907,0.0004771618848674,0.0037072706065615,0.8401279419812847,1.6596343752200863e-05,0.0001139989455765,4.176813729147307e-05,0.0001820344501214,0.0002171558721365,0.0022165110067974,0.0359039453435167,0.0001249744294319,0.0067272803568788,4.827840305604636e-05
ECLI:CZ:US:2021:3.US.2325.19.1,Nález,Third Chamber,Radovan Suchánek,Jiří Zemánek,0.6877950452814535,0.0561643059392128,0.0526031452678301,2,0,1,0.0008306603402927,0.0023382178169346,0.001615289107224,0.0049242337699433,0.0003037316064081,0.0009337963983474,0.0070795972780671,0.6877950452814535,0.0064175800418446,0.0008377113058468,0.0006571614188851,0.0008539988685031,0.0002332925222323,0.0004294889966932,0.0561643059392128,0.003247067860726,0.000690622970584,0.0286140085939268,0.0009359722453113
ECLI:CZ:US:2021:3.US.2171.17.5,Nález,Third Chamber,Radovan Suchánek,Jiří Zemánek,0.2596583991204763,0.0379518693485806,0.0535203612684879,2,0,1,0.0002249182480629,0.0012116399730471,0.0010674395230686,0.0220843844841905,0.0008984496771753,0.0050164264734623,0.0017455865727999,0.2596583991204763,0.0034448234114035,0.0053001473808629,0.0023032977675316,0.0154065973706139,0.0004629780087231,0.0001453003945367,0.0379518693485806,0.0035164972075296,0.0024358454285959,0.0055291594281701,0.0008262402065379
ECLI:CZ:US:2021:3.US.3804.19.1,Nález,Third Chamber,Radovan Suchánek,Jiří Zemánek,0.90179400947807,0.5648441601753063,0.0824472112187198,2,0,1,0.0007525159836578,0.0008578175454428,0.0001819430198744,0.0250298413155148,0.0004877428215837,0.0004588267337411,0.0029982459218303,0.90179400947807,0.0402117439427315,0.0002870067555693,0.0004651613729158,0.0008222050260924,0.0039021163548316,5.109863501100771e-05,0.5648441601753063,0.0013413354519549,0.0001759612339621,0.034008539576139,9.295668016404298e-06
