true_author,prob_David Uhlíř,prob_Eliška Wagnerová,prob_Iva Brožová,prob_Ivana Janů,prob_Jan Filip,prob_Jan Musil,prob_Jiří Nykodým,prob_Jiří Zemánek,prob_Josef Fiala,prob_Kateřina Šimáčková,prob_Ludvík David,prob_Michaela Židlická,prob_Miloslav Výborný,prob_Pavel Varvařovský,prob_Radovan Suchánek,prob_Stanislav Balík,prob_Vladimír Kůrka,prob_Vladimír Sládeček,prob_Vojtěch Šimíček,norm_David Uhlíř,norm_Eliška Wagnerová,norm_Iva Brožová,norm_Ivana Janů,norm_Jan Filip,norm_Jan Musil,norm_Jiří Nykodým,norm_Jiří Zemánek,norm_Josef Fiala,norm_Kateřina Šimáčková,norm_Ludvík David,norm_Michaela Židlická,norm_Miloslav Výborný,norm_Pavel Varvařovský,norm_Radovan Suchánek,norm_Stanislav Balík,norm_Vladimír Kůrka,norm_Vladimír Sládeček,norm_Vojtěch Šimíček
Jan Filip,0.00028866081729361515,0.001300773569482635,9.74179386913704e-05,0.00016408931135529695,0.9994270060034667,0.0005154929872295797,0.00016522834919237354,0.0002719970279263998,0.00020055030890312153,0.00018387190205202113,0.00015002706366325466,5.953567899827037e-05,9.131185534654242e-05,0.0006631243319967758,0.0006396279012287847,0.001759376419445297,0.00021714181451089323,0.0004992707939205562,0.00046155550198346065,0.048266099115779906,0.04831497457976137,0.0482568694506281,0.048260086909609846,0.13108785899528413,0.048277048661584346,0.04826014187970617,0.048265294826371936,0.04826184655259929,0.04826104162859955,0.0482594082690857,0.04825504140599305,0.04825657479106088,0.04828417639332502,0.048283041900845515,0.04833713704629625,0.048262647295939765,0.04827626550832083,0.04827444478920823
Jan Filip,0.00028866081729361515,0.001300773569482635,9.74179386913704e-05,0.00016408931135529695,0.9994270060034667,0.0005154929872295797,0.00016522834919237354,0.0002719970279263998,0.00020055030890312153,0.00018387190205202113,0.00015002706366325466,5.953567899827037e-05,9.131185534654242e-05,0.0006631243319967758,0.0006396279012287847,0.001759376419445297,0.00021714181451089323,0.0004992707939205562,0.00046155550198346065,0.048266099115779906,0.04831497457976137,0.0482568694506281,0.048260086909609846,0.13108785899528413,0.048277048661584346,0.04826014187970617,0.048265294826371936,0.04826184655259929,0.04826104162859955,0.0482594082690857,0.04825504140599305,0.04825657479106088,0.04828417639332502,0.048283041900845515,0.04833713704629625,0.048262647295939765,0.04827626550832083,0.04827444478920823
Jan Filip,0.0010929117820015367,0.0014693396902483561,0.0003483798504164203,0.0004442187750568461,0.9944325288741225,0.00017462900139523024,0.000252594409790727,0.00010699131750532166,0.000698629111642777,0.000189264542989611,0.0001913400909229437,4.655828316256593e-05,0.00021920528257473424,0.0026921404989826967,0.03848799825676965,0.0010550665329364791,0.00012269874913975657,0.00144341834063608,0.001318493402634433,0.04823546906044569,0.04825362965503029,0.048199569579308564,0.04820418919559117,0.130247207407033,0.04819119559068658,0.04819495298340331,0.04818793616006436,0.04821645439972047,0.04819190090009542,0.048192000924799534,0.04818502410485655,0.048193343822851356,0.048312670322528145,0.05007338901207762,0.04823364361164783,0.048188693074721775,0.048252378872037004,0.048246351323101413
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
Jan Filip,0.00014438216697195363,0.0009641467718926008,0.00010361876447419675,0.00031479794627547287,0.99963416536056,0.0005693775161446021,0.00015322609471690515,0.00020387767940047865,0.0001457061530630674,0.00011648856591385743,0.00015856567989454984,8.151173321537328e-05,8.043856897367248e-05,0.000653819398781307,0.00137379961033394,0.0010380539946003111,0.0003703512872182522,0.0008551533738303045,0.00031262855672980377,0.04825803371485953,0.0482976101622711,0.04825606659330101,0.048266258346066265,0.13111202349783363,0.04827854751357431,0.04825846050731007,0.04826090493671575,0.04825809760786724,0.04825668764329272,0.048258718188158446,0.04825499980672019,0.0482549480212077,0.04828262441714561,0.04831739946845998,0.048301179836412335,0.0482689397724526,0.048292346328488,0.048266153637863574
