author,rank,feature,weight,abs_weight,direction
Vladimír Kůrka,10,fw_právě,0.15498156953839173,0.15498156953839173,positive
Vladimír Kůrka,11,fw_zatímco,0.15289525026495324,0.15289525026495324,positive
Vladimír Kůrka,12,xpos2_J^-------------_Dg-------1A----,0.1439695425797109,0.1439695425797109,positive
Vladimír Kůrka,13,fw_ano,0.1426208956864761,0.1426208956864761,positive
Vladimír Kůrka,14,xpos2_RV--6----------_NNIS6-----A----,0.1370865751828741,0.1370865751828741,positive
Vladimír Kůrka,15,pos2_PUNCT_AUX,0.13467594417304873,0.13467594417304873,positive
Vladimír Kůrka,16,xpos2_Z:-------------_VB-S---3P-AA---,0.1317170985547301,0.1317170985547301,positive
Vladimír Kůrka,17,xpos2_C=-------------_NNIS2-----A----,-0.12972814861932877,0.12972814861932877,negative
Vladimír Kůrka,18,fw_přece,0.12930013753014727,0.12930013753014727,positive
Vladimír Kůrka,19,fw_naopak,0.12921463204453074,0.12921463204453074,positive
Vladimír Kůrka,20,xpos2_Z:-------------_NNIS1-----A----,-0.12778878743573918,0.12778878743573918,negative
Vladimír Sládeček,1,fw_také,0.4132910182602503,0.4132910182602503,positive
Vladimír Sládeček,2,char3_ky ,0.2932789597530494,0.2932789597530494,positive
Vladimír Sládeček,3,xpos2_RR--3----------_NNFS3-----A----,0.23790969529044848,0.23790969529044848,positive
Vladimír Sládeček,4,char3_den,0.23542389507205191,0.23542389507205191,positive
Vladimír Sládeček,5,fw_ostatně,0.2258847582038441,0.2258847582038441,positive
Vladimír Sládeček,6,fw_především,0.212356729290334,0.212356729290334,positive
Vladimír Sládeček,7,punct_(_per1k,0.19786984050936185,0.19786984050936185,positive
Vladimír Sládeček,8,char3_ ( ,0.1976499628061965,0.1976499628061965,positive
Vladimír Sládeček,9,ttr_form,-0.195608502160537,0.195608502160537,negative
Vladimír Sládeček,10,char3_ za,-0.1867642852995458,0.1867642852995458,negative
Vladimír Sládeček,11,ttr_lemma,-0.18538825463014144,0.18538825463014144,negative
Vladimír Sládeček,12,hapax_ratio,-0.18156023696542212,0.18156023696542212,negative
Vladimír Sládeček,13,fw_patrně,0.1807793235582843,0.1807793235582843,positive
Vladimír Sládeček,14,fw_právě,0.18032026031832388,0.18032026031832388,positive
Vladimír Sládeček,15,char3_vat,0.1669959108021359,0.1669959108021359,positive
Vladimír Sládeček,16,char3_ pr,0.16614240126936883,0.16614240126936883,positive
Vladimír Sládeček,17,punct_)_per1k,0.16317217975362133,0.16317217975362133,positive
Vladimír Sládeček,18,char3_ ) ,0.16263863435584172,0.16263863435584172,positive
Vladimír Sládeček,19,fw_mimo,0.15493349724807493,0.15493349724807493,positive
Vladimír Sládeček,20,fw_již,0.15484861054721002,0.15484861054721002,positive
Vojtěch Šimíček,1,sent_count,0.514770430259817,0.514770430259817,positive
Vojtěch Šimíček,2,fw_totiž,0.3659092958883908,0.3659092958883908,positive
Vojtěch Šimíček,3,fw_nikdo,0.30607909820070167,0.30607909820070167,positive
Vojtěch Šimíček,4,fw_nyní,0.2256053084986221,0.2256053084986221,positive
Vojtěch Šimíček,5,fw_právě,0.19694148219693497,0.19694148219693497,positive
Vojtěch Šimíček,6,char3_to ,0.19281836161437135,0.19281836161437135,positive
Vojtěch Šimíček,7,fw_tento,0.1741997335807746,0.1741997335807746,positive
Vojtěch Šimíček,8,fw_rovněž,0.17015582810379626,0.17015582810379626,positive
Vojtěch Šimíček,9,fw_jelikož,0.16731581090407857,0.16731581090407857,positive
Vojtěch Šimíček,10,char3_led,0.16514897397372405,0.16514897397372405,positive
Vojtěch Šimíček,11,fw_nicméně,0.1604085265533953,0.1604085265533953,positive
Vojtěch Šimíček,12,xpos2_Z:-------------_RR--4----------,0.15541768641054482,0.15541768641054482,positive
Vojtěch Šimíček,13,xpos2_Db------------8_Z:-------------,0.15482093699929178,0.15482093699929178,positive
Vojtěch Šimíček,14,fw_proto,0.15387134203280917,0.15387134203280917,positive
Vojtěch Šimíček,15,char3_ na,0.14582281254306226,0.14582281254306226,positive
Vojtěch Šimíček,16,ttr_form,-0.14450111520429093,0.14450111520429093,negative
Vojtěch Šimíček,17,fw_přitom,0.13972553051892966,0.13972553051892966,positive
Vojtěch Šimíček,18,char3_ání,-0.13954013588024414,0.13954013588024414,negative
Vojtěch Šimíček,19,char3_den,0.13804630300542803,0.13804630300542803,positive
Vojtěch Šimíček,20,fw_pouze,0.13760188637836798,0.13760188637836798,positive
