doc_id,judge_rapporteur,formation,prob_David Uhlíř,prob_Eliška Wagnerová,prob_Iva Brožová,prob_Ivana Janů,prob_Jan Filip,prob_Jan Musil,prob_Jiří Nykodým,prob_Jiří Zemánek,prob_Josef Fiala,prob_Kateřina Šimáčková,prob_Ludvík David,prob_Michaela Židlická,prob_Miloslav Výborný,prob_Pavel Varvařovský,prob_Radovan Suchánek,prob_Stanislav Balík,prob_Vladimír Kůrka,prob_Vladimír Sládeček,prob_Vojtěch Šimíček,predicted_author,max_probability,prob_rapporteur,rapporteur_is_trained_author
1-2025-10_1,Eliška Wagnerová,I. senát,0.0007504753143409428,0.0008812349531367423,0.00046712265812336894,0.03595735488706271,0.0004905774807711978,0.0038584951589688055,0.0006296272781112911,0.017063109404778596,0.00971979724400555,0.00020691370307593883,0.0006378964444815729,0.00043300437399847283,0.0021374323516525056,7.64000116076832e-05,0.17987292526350343,0.002710231197514261,0.003936849385849671,0.05949004334311551,2.9963069236704916e-06,Radovan Suchánek,0.17987292526350343,0.0008812349531367423,True
1-2166-10_1,Eliška Wagnerová,I. senát,0.00012223368050900399,0.020609492354642017,0.00020910022151611097,0.02799565286473102,0.00046823707723171845,0.0038766466103556363,0.0028809112580003766,0.0321266644726489,0.0017717532357903476,0.010972716583214892,0.0350425202851928,0.0007225373579024477,0.00034227395781055486,0.0001233654067715353,0.0659409042939208,0.028595559405935913,0.0020842160652215533,0.10883457266462783,2.2863570410931926e-05,Vladimír Sládeček,0.10883457266462783,0.020609492354642017,True
1-22-10_1,Eliška Wagnerová,I. senát,0.00017130087059440095,0.0030015985277165795,0.0007666490404793992,0.22448723401647763,0.00011542728007163389,0.01655843683077908,0.0001891509181068651,0.00474992955979684,0.00136860207963282,0.0008196623268254737,0.0002831532129688032,0.00028586701327374607,0.0007629250551847176,0.0004682269612421681,0.9114443077297157,0.015844771086213395,0.0006875777684961082,0.038967444159476186,7.593854989010577e-05,Radovan Suchánek,0.9114443077297157,0.0030015985277165795,True
1-2208-13_2,Kateřina Šimáčková,I. senát,0.00029507287287405977,0.00020298455845475238,9.266339387714858e-05,0.9759871559541183,0.005137636704599366,0.01907342265889305,0.005078349436125221,0.0009215511014383645,0.0002819104535315028,0.007992242178540759,0.0037617075891685082,0.00018476783225643934,0.0017131117868923998,0.00013885197278360194,0.007701456949812904,0.03471469649978666,1.262847244032955e-05,0.009483534037839607,4.144699371055337e-05,Ivana Janů,0.9759871559541183,0.007992242178540759,True
1-2576-10_1,Vojen Güttler,I. senát,0.0005761828516302419,5.7090403987101696e-05,0.0014064784612163018,0.017766055348384584,0.000580221898919434,0.0008674939828212193,5.8638853541287315e-05,0.00015550683640290147,0.0009405035851994093,0.000924174898265896,0.009880440494057794,0.000669737643860901,0.000618645323196765,0.0017379858894088875,0.5668664188848184,0.01790288514990438,0.004458203498523613,0.578187235090931,0.0006010566071572256,Vladimír Sládeček,0.578187235090931,,False
1-2665-13_1,Ludvík David,I. senát,0.0004567003197231505,0.0006849262922029895,0.00028800419579060916,0.49221314872229344,0.0007115274173924216,0.011180717393647214,0.0023162219258291675,0.0014862017766099733,0.002336318986827689,0.0068055779824579745,0.007882563266394728,9.928426120790719e-05,0.003593860046790547,0.00010531732615772719,0.005737643959486011,0.0038361148990464543,0.00045338159695591606,0.026927843794020544,1.0781850969350108e-05,Ivana Janů,0.49221314872229344,0.007882563266394728,True
1-277-96,Vladimír Paul,I. senát,0.05104909231071998,0.0009259559631336493,0.000501379596078509,0.0015946929775087152,0.0004743798202046085,0.44553096059220193,0.002387062188459516,5.6057758336034825e-05,0.0006841440913195018,0.016163388288815108,4.845461091879784e-05,0.0035875793195110557,0.0006566728661745561,0.028173903918717005,0.0009741794980427479,0.05945293269718429,1.0945713835266664e-06,0.0012808447455182814,0.0007687844978038318,Jan Musil,0.44553096059220193,,False
1-299-09_1,Vojen Güttler,I. senát,0.0035873351345502608,9.974282037328248e-05,2.665541469478257e-05,0.018408517020689564,0.0039361791046033795,0.014489359080876549,0.0011914429125860796,0.00110184892791599,1.3090216647252316e-05,0.0016647367715839473,0.0025947486372580064,0.001165329237526781,0.0032743414686815507,0.01905092162778558,0.01184544071927323,0.012247441878742058,8.130095537812108e-06,0.003254897685789673,0.043658203179362955,Vojtěch Šimíček,0.043658203179362955,,False
1-3179-18_2,David Uhlíř,I. senát,6.288849432532376e-05,9.360890747438877e-05,0.0001132725397276726,0.0064166166809182,0.0011227838243806259,0.02084018446354401,0.0005104611804140109,0.0008255754092765151,0.00654660235349258,0.0001413734569174973,0.005546344129336301,0.0002775670036073592,0.005313965429586967,0.00014106787901422549,0.3411141626830574,0.000541288765064318,0.0031930969582086416,0.05459421944019512,0.000217407935210368,Radovan Suchánek,0.3411141626830574,6.288849432532376e-05,True
1-3481-10_1,Eliška Wagnerová,I. senát,4.7776194208157156e-05,0.0012392810390529972,8.978091945404889e-05,0.7310222450537988,0.0005341414487436429,0.004029947433768764,0.00011562021635873507,0.0003006908149170695,0.009633415489722033,0.0001469647076755487,0.0009482372844255083,0.00040875558992852455,0.019549328653366525,3.6213173984052046e-05,0.042340175914814406,0.006421878075015502,0.013685733677478818,0.013734146592715282,0.0010193693265286702,Ivana Janů,0.7310222450537988,0.0012392810390529972,True
1-350-04,Eliška Wagnerová,I. senát,0.001272059590949763,0.0013298410313487303,0.00048633315828645044,0.08329233256931853,0.0002593306068361411,0.594002849799917,0.00686621241026632,0.0010741668939099709,0.0009366771387742517,0.0001617692889199779,2.912544569185143e-05,0.00022293565767545916,0.000666660148773853,0.00043423255597994513,0.007825123915771488,0.35037952928848465,8.693169051995572e-06,0.023853542630683525,0.0008646487325072809,Jan Musil,0.594002849799917,0.0013298410313487303,True
1-3709-16_1,David Uhlíř,I. senát,0.00032055641842884886,0.0007816572852334521,0.00019944929348495583,0.05200053439632549,0.0306256611475997,0.07940329020897598,0.00010279868832249128,0.0021041734446470006,0.0018992179262461736,0.05029211934311001,0.025225321875369546,8.20146162934411e-05,0.0001011069390183325,0.00030100126550833934,0.0007632677334780222,0.253091438782565,0.0005903344677193084,0.38065119262571256,3.441217559621297e-05,Vladimír Sládeček,0.38065119262571256,0.00032055641842884886,True
1-383-05_2,Vojen Güttler,I. senát,0.0029817059895850787,0.0003781803778574578,9.786023200605512e-05,0.913365718001059,0.00043189258345830095,0.0009152038001504181,0.00036792492213568416,0.0014517105816722366,0.0013189225458622442,0.00012461357327891835,0.00016546440458832252,0.0001393005407910318,0.0035486155729211413,0.0002504646139936797,0.001846412374063952,0.053078075910890705,0.012706053655820927,0.0012480622274265,0.0049323112234110605,Ivana Janů,0.913365718001059,,False
1-3918-19_4,David Uhlíř,I. senát,0.02897146154687637,0.02310711331827741,0.00013689118724836242,0.018049934921555457,0.00016139273537476976,0.005420952032395918,0.04015662103276508,0.427308725785563,8.716189665234886e-05,0.0017686483924797087,0.030664302430200595,0.0009305606124965204,0.001649374931108272,0.0005106741119919449,0.005597206144379462,0.008741973509157005,1.2946875350340289e-05,0.1707696096727167,1.2231125569618719e-05,Jiří Zemánek,0.427308725785563,0.02897146154687637,True
1-4178-18_2,Jaroslav Fenyk,I. senát,0.006224009259636681,0.0028414950636705206,0.00012979301914180824,0.0024851119292294984,0.0012208682713045478,0.002299442000989747,0.00519572004848763,0.004618312908079157,0.0023679414157723572,0.005531393328924134,0.004344893986117659,0.0004512298210116604,0.0006198439708137057,0.000754150785008663,0.21559131815174096,0.004840815627992215,8.454641920731682e-05,0.02911907007821925,6.481638700952017e-05,Radovan Suchánek,0.21559131815174096,,False
1-4503-12_1,Kateřina Šimáčková,I. senát,0.0024515834088789934,7.010303391104245e-05,0.00018675743786261754,0.9836759180763079,0.00025492669381215,0.015785641623749624,0.0031124988394945568,0.012022981424661495,0.0004667051734852892,0.03628059664318166,0.042048621877113355,0.000311481517325593,0.001220580807581363,0.0002650295329658058,0.2864643154932003,0.0012419048652343805,0.00011477595590078994,0.005344336036278713,4.465519822816381e-05,Ivana Janů,0.9836759180763079,0.03628059664318166,True
