author,rank,feature,weight,abs_weight,direction
David Uhlíř,1,fw_vůči,0.2196381665779996,0.2196381665779996,positive
David Uhlíř,2,fw_zda,0.21849087994797436,0.21849087994797436,positive
David Uhlíř,3,xpos2_AAIS2----1A----_AAIS2----1A----,0.21322729768162343,0.21322729768162343,positive
David Uhlíř,4,fw_také,0.2009950381925991,0.2009950381925991,positive
David Uhlíř,5,char3_ně ,-0.18070241950188845,0.18070241950188845,negative
David Uhlíř,6,pos2_NOUN_CCONJ,0.1618143067352295,0.1618143067352295,positive
David Uhlíř,7,xpos2_AAIP1----1A----_NNIP1-----A----,0.16075788827894774,0.16075788827894774,positive
David Uhlíř,8,fw_jenž,-0.16033490999764657,0.16033490999764657,negative
David Uhlíř,9,pos2_ADP_DET,0.1569804204976606,0.1569804204976606,positive
David Uhlíř,10,fw_před,0.15501370369917125,0.15501370369917125,positive
David Uhlíř,11,pos2_PUNCT_PRON,-0.15086752161091085,0.15086752161091085,negative
David Uhlíř,12,fw_zatímco,0.14927192464732683,0.14927192464732683,positive
David Uhlíř,13,char3_e p,-0.13980930710077916,0.13980930710077916,negative
David Uhlíř,14,char3_nýc,-0.13933854376254093,0.13933854376254093,negative
David Uhlíř,15,fw_takže,0.13846941650741557,0.13846941650741557,positive
David Uhlíř,16,char3_e v,0.13778242766997156,0.13778242766997156,positive
David Uhlíř,17,char3_ého,0.13682855265788646,0.13682855265788646,positive
David Uhlíř,18,char3_ ko,0.13210690578632497,0.13210690578632497,positive
David Uhlíř,19,morph_Case_Voc,0.13161641192075785,0.13161641192075785,positive
David Uhlíř,20,xpos2_NNNS6-----A----_Z:-------------,-0.13124222770830207,0.13124222770830207,negative
Eliška Wagnerová,1,xpos2_NNFS2-----A----_NNFS2-----A----,0.32402626453669275,0.32402626453669275,positive
Eliška Wagnerová,2,char3_ ko,0.2751284429581169,0.2751284429581169,positive
Eliška Wagnerová,3,fw_avšak,0.2550039330536489,0.2550039330536489,positive
Eliška Wagnerová,4,fw_naopak,0.2467593762310725,0.2467593762310725,positive
Eliška Wagnerová,5,fw_přesto,0.2149550243284343,0.2149550243284343,positive
Eliška Wagnerová,6,pos2_PUNCT_DET,0.19427004972249018,0.19427004972249018,positive
Eliška Wagnerová,7,char3_kon,0.1906549606614007,0.1906549606614007,positive
Eliška Wagnerová,8,pos2_AUX_ADV,0.1858093927099814,0.1858093927099814,positive
Eliška Wagnerová,9,xpos2_P7-X4----------_VB-S---3P-AA---,-0.1850043463725001,0.1850043463725001,negative
Eliška Wagnerová,10,char3_pad,0.18240272515651065,0.18240272515651065,positive
Eliška Wagnerová,11,fw_skrz,0.18124732665334364,0.18124732665334364,positive
Eliška Wagnerová,12,fw_ovšem,0.18059523721844867,0.18059523721844867,positive
Eliška Wagnerová,13,fw_s,0.17302742891208617,0.17302742891208617,positive
Eliška Wagnerová,14,fw_totiž,0.17048404733246397,0.17048404733246397,positive
Eliška Wagnerová,15,pos2_CCONJ_DET,0.16556657492030524,0.16556657492030524,positive
Eliška Wagnerová,16,fw_ale,-0.16429578654109117,0.16429578654109117,negative
Eliška Wagnerová,17,fw_pouze,-0.16426330705535164,0.16426330705535164,negative
Eliška Wagnerová,18,pos2_ADV_ADJ,0.16191891298367972,0.16191891298367972,positive
Eliška Wagnerová,19,char3_la ,0.15596936009587,0.15596936009587,positive
Eliška Wagnerová,20,punct_;_per1k,-0.15381693366605928,0.15381693366605928,negative
Iva Brožová,1,fw_dle,0.19584406996749873,0.19584406996749873,positive
Iva Brožová,2,fw_protože,0.16864024541629724,0.16864024541629724,positive
Iva Brožová,3,xpos2_NNIXX-----A---8_Z:-------------,0.15073532125402123,0.15073532125402123,positive
Iva Brožová,4,sent_len_std,0.15060563152378362,0.15060563152378362,positive
Iva Brožová,5,fw_nicméně,0.1435041065753264,0.1435041065753264,positive
Iva Brožová,6,xpos2_NNMXX-----A---8_Z:-------------,0.14340312538913794,0.14340312538913794,positive
Iva Brožová,7,char3_. 1,0.13589387771091377,0.13589387771091377,positive
Iva Brožová,8,xpos2_C=-------------_NNFXX-----A---8,0.13413996602807038,0.13413996602807038,positive
Iva Brožová,9,xpos2_J^-------------_Db-------------,0.12655885926818528,0.12655885926818528,positive
Iva Brožová,10,sent_len_mean,0.12525876437596678,0.12525876437596678,positive
Iva Brožová,11,char3_že ,0.11876738138818783,0.11876738138818783,positive
Iva Brožová,12,xpos2_Z:-------------_NNMXX-----A---8,0.11366638009980638,0.11366638009980638,positive
Iva Brožová,13,"char3_ , ",0.11237552194199815,0.11237552194199815,positive
Iva Brožová,14,word_len_mean,-0.10656269706188036,0.10656269706188036,negative
Iva Brožová,15,fw_podle,-0.09976280385641484,0.09976280385641484,negative
Iva Brožová,16,xpos2_Z:-------------_NNNXX-----A---8,0.09878481134869813,0.09878481134869813,positive
Iva Brožová,17,pos2_NUM_NOUN,0.0968842751522205,0.0968842751522205,positive
Iva Brožová,18,xpos2_C=-------------_NNFS2-----A----,0.09672352277620716,0.09672352277620716,positive
Iva Brožová,19,char3_ že,0.09324059388209424,0.09324059388209424,positive
Iva Brožová,20,"char3_, ž",0.0916102097859707,0.0916102097859707,positive
Ivana Janů,1,xpos2_RV--6----------_NNIS6-----A----,0.3409251241669527,0.3409251241669527,positive
Ivana Janů,2,fw_tedy,-0.3202807761092148,0.3202807761092148,negative
Ivana Janů,3,xpos2_NNIXX-----A---1_C=-------------,0.3149680546685241,0.3149680546685241,positive
Ivana Janů,4,char3_at ,0.31264166146790817,0.31264166146790817,positive
Ivana Janů,5,fw_totiž,-0.300294168488561,0.300294168488561,negative
Ivana Janů,6,fw_potom,0.28333295859424973,0.28333295859424973,positive
Ivana Janů,7,fw_bezpochyby,0.2762908461385172,0.2762908461385172,positive
Ivana Janů,8,fw_na,0.2716278541318692,0.2716278541318692,positive
Ivana Janů,9,char3_ ob,0.2715640382414045,0.2715640382414045,positive
Ivana Janů,10,fw_i,0.26496851068224286,0.26496851068224286,positive
Ivana Janů,11,"punct_""_per1k",-0.25743401481382316,0.25743401481382316,negative
Ivana Janů,12,char3_u v,0.2564553323101395,0.2564553323101395,positive
Ivana Janů,13,fw_zdali,0.25541666290328635,0.25541666290328635,positive
Ivana Janů,14,fw_nepochybně,0.25402070686968736,0.25402070686968736,positive
Ivana Janů,15,char3_a s,0.2526612465116302,0.2526612465116302,positive
Ivana Janů,16,punct_;_per1k,0.25085272859440316,0.25085272859440316,positive
Ivana Janů,17,char3_dní,-0.24798646807767047,0.24798646807767047,negative
Ivana Janů,18,fw_bez,-0.2467281232645065,0.2467281232645065,negative
Ivana Janů,19,fw_jen,-0.24629939573003246,0.24629939573003246,negative
Ivana Janů,20,fw_pouze,0.24554015148624928,0.24554015148624928,positive
Jan Filip,1,fw_dokud,0.23314277833098987,0.23314277833098987,positive
Jan Filip,2,fw_takže,0.21981483299492935,0.21981483299492935,positive
Jan Filip,3,fw_u,0.2125635483699222,0.2125635483699222,positive
Jan Filip,4,fw_ten,0.19163175683572067,0.19163175683572067,positive
Jan Filip,5,"xpos2_J,-------------_RR--6----------",0.18024758204334065,0.18024758204334065,positive
Jan Filip,6,morph_Tense_Fut,0.1767334689057761,0.1767334689057761,positive
Jan Filip,7,fw_něco,0.16967705851006198,0.16967705851006198,positive
Jan Filip,8,xpos2_Vf--------A----_Z:-------------,0.16099383481515425,0.16099383481515425,positive
Jan Filip,9,fw_při,0.1563958187255306,0.1563958187255306,positive
Jan Filip,10,char3_ vě,0.15452632379668246,0.15452632379668246,positive
Jan Filip,11,sent_count,0.1532042950765648,0.1532042950765648,positive
Jan Filip,12,char3_ ja,0.15302376019428496,0.15302376019428496,positive
Jan Filip,13,xpos2_VB-S---3P-NA---_Z:-------------,0.15188660424267836,0.15188660424267836,positive
Jan Filip,14,pos2_SCONJ_ADP,0.1492444821206987,0.1492444821206987,positive
Jan Filip,15,char3_jak,0.14789201819673312,0.14789201819673312,positive
Jan Filip,16,fw_přece,0.14147831644380285,0.14147831644380285,positive
Jan Filip,17,fw_jenž,-0.13451554542430932,0.13451554542430932,negative
Jan Filip,18,pos2_ADV_AUX,0.1339921268511279,0.1339921268511279,positive
Jan Filip,19,pos2_ADJ_CCONJ,-0.13051619303282236,0.13051619303282236,negative
Jan Filip,20,pos2_VERB_PUNCT,0.13003214919610517,0.13003214919610517,positive
Jan Musil,1,word_len_std,0.3074023486930694,0.3074023486930694,positive
Jan Musil,2,xpos2_AAIS6----1A----_NNIS6-----A----,0.24983180560030754,0.24983180560030754,positive
Jan Musil,3,char3_ ná,0.23028332742642493,0.23028332742642493,positive
Jan Musil,4,sent_count,0.22584922114709002,0.22584922114709002,positive
Jan Musil,5,pos2_PUNCT_ADJ,0.224210126070991,0.224210126070991,positive
Jan Musil,6,fw_jestliže,0.22403338335331419,0.22403338335331419,positive
Jan Musil,7,fw_ale,-0.2170934219517666,0.2170934219517666,negative
Jan Musil,8,char3_led,-0.2119663165986763,0.2119663165986763,negative
Jan Musil,9,char3_ na,-0.20418670583088164,0.20418670583088164,negative
Jan Musil,10,fw_okolo,0.2025639520121709,0.2025639520121709,positive
Jan Musil,11,fw_pak,-0.20126770409725764,0.20126770409725764,negative
Jan Musil,12,pos2_SCONJ_ADJ,0.18784214019634157,0.18784214019634157,positive
Jan Musil,13,xpos2_NNNS2-----A----_Z:-------------,0.1840051444624243,0.1840051444624243,positive
Jan Musil,14,char3_ak ,-0.18391040137911227,0.18391040137911227,negative
Jan Musil,15,punct_;_per1k,0.18371176681770304,0.18371176681770304,positive
Jan Musil,16,xpos2_Z:-------------_J^-------------,-0.1817310755054154,0.1817310755054154,negative
Jan Musil,17,sent_len_mean,-0.17929493740754973,0.17929493740754973,negative
Jan Musil,18,pos2_DET_ADJ,0.17744825622230306,0.17744825622230306,positive
Jan Musil,19,fw_při,0.17259467814215676,0.17259467814215676,positive
Jan Musil,20,"char3_, a",-0.1719093712765893,0.1719093712765893,negative
Jiří Nykodým,1,fw_toho,0.35471645435391697,0.35471645435391697,positive
Jiří Nykodým,2,fw_čili,0.23203627918594996,0.23203627918594996,positive
Jiří Nykodým,3,fw_ovšem,0.2278143540400706,0.2278143540400706,positive
Jiří Nykodým,4,char3_pří,0.2232090451792548,0.2232090451792548,positive
Jiří Nykodým,5,char3_pod,-0.19656829725727704,0.19656829725727704,negative
Jiří Nykodým,6,pos2_ADJ_CCONJ,0.19272225802852772,0.19272225802852772,positive
Jiří Nykodým,7,fw_nyní,0.18096654290033282,0.18096654290033282,positive
Jiří Nykodým,8,pos2_NUM_ADP,0.17984578837581375,0.17984578837581375,positive
Jiří Nykodým,9,fw_jen,0.1763252232391128,0.1763252232391128,positive
Jiří Nykodým,10,xpos2_AAIS4----1A----_NNIS4-----A----,0.17467999700616474,0.17467999700616474,positive
Jiří Nykodým,11,fw_však,-0.1663233623804041,0.1663233623804041,negative
Jiří Nykodým,12,fw_poté,0.15707478561610533,0.15707478561610533,positive
Jiří Nykodým,13,fw_i,-0.1538701326545425,0.1538701326545425,negative
Jiří Nykodým,14,char3_ i ,-0.1498185162679127,0.1498185162679127,negative
Jiří Nykodým,15,fw_do,0.1493397843955091,0.1493397843955091,positive
Jiří Nykodým,16,xpos2_VB-S---3P-AA---_RR--4----------,0.1489177326217758,0.1489177326217758,positive
Jiří Nykodým,17,char3_ ve,0.14525865496595453,0.14525865496595453,positive
Jiří Nykodým,18,char3_ vě,-0.137750003713269,0.137750003713269,negative
Jiří Nykodým,19,xpos2_AANS7----1A----_NNNS7-----A----,0.13702245896397736,0.13702245896397736,positive
Jiří Nykodým,20,fw_rovněž,-0.12939795509459828,0.12939795509459828,negative
Jiří Zemánek,1,fw_jakmile,0.24328397249268274,0.24328397249268274,positive
Jiří Zemánek,2,char3_že ,-0.21138207292279504,0.21138207292279504,negative
Jiří Zemánek,3,sent_len_mean,0.20811519766887077,0.20811519766887077,positive
Jiří Zemánek,4,word_len_median,0.19264030423957068,0.19264030423957068,positive
Jiří Zemánek,5,fw_kvůli,0.18335362648188663,0.18335362648188663,positive
Jiří Zemánek,6,fw_přestože,0.18245419121406328,0.18245419121406328,positive
Jiří Zemánek,7,char3_ako,0.1742963372948949,0.1742963372948949,positive
Jiří Zemánek,8,pos2_PUNCT_ADJ,0.17367429385748245,0.17367429385748245,positive
Jiří Zemánek,9,fw_už,0.1733452023750531,0.1733452023750531,positive
Jiří Zemánek,10,xpos2_AAIS2----1A----_AAIS2----1A----,0.17315690058207783,0.17315690058207783,positive
Jiří Zemánek,11,"char3_, ž",-0.16915580139410816,0.16915580139410816,negative
Jiří Zemánek,12,pos2_NUM_ADP,0.16647534187706298,0.16647534187706298,positive
Jiří Zemánek,13,char3_ že,-0.16554991979757655,0.16554991979757655,negative
Jiří Zemánek,14,xpos2_AAIS6----1A----_NNIS6-----A----,0.16368847469595663,0.16368847469595663,positive
Jiří Zemánek,15,fw_že,-0.16231940779598913,0.16231940779598913,negative
Jiří Zemánek,16,pos2_NOUN_NOUN,0.16158058845065687,0.16158058845065687,positive
Jiří Zemánek,17,sent_len_median,0.1588315819376594,0.1588315819376594,positive
Jiří Zemánek,18,sent_len_std,0.1504784731885178,0.1504784731885178,positive
Jiří Zemánek,19,xpos2_Z:-------------_NNIXX-----A---8,0.14690613872525196,0.14690613872525196,positive
Jiří Zemánek,20,xpos2_Z:-------------_NNIS2-----A----,0.14477493836353078,0.14477493836353078,positive
Josef Fiala,1,char3_pra,0.2309105314658725,0.2309105314658725,positive
Josef Fiala,2,pos2_ADP_PROPN,0.1982750628502771,0.1982750628502771,positive
Josef Fiala,3,fw_vůči,0.19348063859374143,0.19348063859374143,positive
Josef Fiala,4,xpos2_AAIS6----1A----_NNIS6-----A---1,0.19127323877169697,0.19127323877169697,positive
Josef Fiala,5,xpos2_NNIS6-----A---1_Z:-------------,0.1824897219818506,0.1824897219818506,positive
Josef Fiala,6,xpos2_NNNXX-----A----_Z:-------------,0.17026983688739902,0.17026983688739902,positive
Josef Fiala,7,char3_pod,0.16824375597071925,0.16824375597071925,positive
Josef Fiala,8,pos2_VERB_PRON,-0.16780574216645083,0.16780574216645083,negative
Josef Fiala,9,morph_Mood_Imp,0.1662828965783077,0.1662828965783077,positive
Josef Fiala,10,fw_když,-0.15253997482330783,0.15253997482330783,negative
Josef Fiala,11,pos2_ADJ_ADV,-0.14047684822204534,0.14047684822204534,negative
