doc_id,label,words,judge_rapporteur_name,separate_opinion,predicted_author,max_probability,prob_rapporteur,prob_David Uhlíř,prob_Eliška Wagnerová,prob_Iva Brožová,prob_Ivana Janů,prob_Jan Filip,prob_Jan Musil,prob_Jiří Nykodým,prob_Jiří Zemánek,prob_Josef Fiala,prob_Kateřina Šimáčková,prob_Ludvík David,prob_Michaela Židlická,prob_Miloslav Výborný,prob_Pavel Varvařovský,prob_Radovan Suchánek,prob_Stanislav Balík,prob_Vladimír Kůrka,prob_Vladimír Sládeček,prob_Vojtěch Šimíček,norm_David Uhlíř,norm_Eliška Wagnerová,norm_Iva Brožová,norm_Ivana Janů,norm_Jan Filip,norm_Jan Musil,norm_Jiří Nykodým,norm_Jiří Zemánek,norm_Josef Fiala,norm_Kateřina Šimáčková,norm_Ludvík David,norm_Michaela Židlická,norm_Miloslav Výborný,norm_Pavel Varvařovský,norm_Radovan Suchánek,norm_Stanislav Balík,norm_Vladimír Kůrka,norm_Vladimír Sládeček,norm_Vojtěch Šimíček
1-1099-18_1,PART,224,Tomáš Lichovník,David Uhlíř,Ivana Janů,0.999320494894197,,3.5132124898306055e-05,3.338343633729338e-05,0.0006626442062406399,0.999320494894197,8.513576475559355e-07,2.7915698982021037e-06,0.0943465762601554,2.0890778005461807e-05,0.00015649116342311432,6.931033709183295e-07,0.00034851526546348825,0.015516986935277225,0.48631977818534317,0.017958876660139338,0.0012181901540034635,0.9760999670407452,6.647525236239483e-05,0.3520857301687635,0.09963302485718659,0.04226890739020398,0.042268833475113766,0.04229543996414118,0.11481672123810503,0.042267458404464116,0.042267540412384265,0.04644938429860308,0.04226830542831744,0.04227403741544552,0.042267451715458586,0.04228215582896043,0.0429284003922141,0.06874035336110534,0.04303335490355591,0.042318943552479234,0.11218133233940455,0.04227023225071861,0.06010556085326812,0.046695586776056834
1-1099-18_1,PROC,79,Tomáš Lichovník,David Uhlíř,Josef Fiala,0.9999897193132538,,3.337053437601686e-06,0.0005431182293281363,1.9485360724815053e-05,0.01573580694362626,0.0025238950618176447,0.007702267131094118,0.00014009996515275148,4.2339031901137256e-07,0.9999897193132538,2.3189735737100868e-08,0.00011060452241247184,0.0009807146077799756,9.049947948841596e-06,0.00045210275256956197,0.002579140512950819,1.330786656484642e-07,6.7571801621170524e-06,1.3643862313057568e-06,3.3128770019175184e-05,0.048194658093948246,0.048220679685516674,0.04819543636238059,0.04895887484722836,0.048316288749534135,0.04856713740296289,0.048201249786457546,0.04819451767115502,0.1310048793230197,0.04819449838368479,0.048199828090221344,0.04824178549789027,0.04819493342573241,0.04821629105708506,0.04831895807843665,0.04819450367972694,0.04819482292606824,0.04819456302202048,0.04819609391693064
1-1099-18_1,FACT,716,Tomáš Lichovník,David Uhlíř,Ivana Janů,0.26873298298270865,,0.0248201740451843,0.0005508801562621134,0.0005128804600883583,0.26873298298270865,0.00013561165536984322,0.0031020932011576164,0.0016784290936839267,0.0004937412813778689,0.00022944460970301123,0.00046668330931313524,0.05103937776315612,0.0005982833319595465,0.0017341456981170465,0.0005680997743206875,0.19244823202169598,0.006974601861576769,9.134401105075751e-06,0.004643696664683978,0.0004860072900509775,0.05224862905037024,0.050995855174904195,0.05099391738471938,0.06668142718633005,0.05097468259903018,0.05112612256513885,0.051053387926620675,0.05099294141236109,0.050979465928508105,0.05099156166544352,0.05363666356353283,0.0509982725976832,0.051056232527285764,0.050996733311613446,0.06178383188224618,0.05132449276480217,0.050968235868828995,0.05120499955566163,0.05099254703491953
1-1099-18_1,RATIO,703,Tomáš Lichovník,David Uhlíř,Ivana Janů,0.37358440308775936,,0.00041059302545091194,0.000929251164685576,5.817346425802173e-05,0.37358440308775936,0.0006160297139600978,0.00048773964562295224,0.001817020678070039,4.872955787248851e-05,1.9870525609550375e-05,0.0021095605583207624,0.028049165517667264,0.004852382024612906,0.006778967055457358,0.024855668925510596,0.10290647570859422,0.01969772443868839,1.8703792710301163e-06,0.0028114580041786576,0.005980632871917139,0.05088090189855805,0.05090729853728335,0.0508629736327592,0.07389620363108615,0.050891355776320694,0.05088482733958614,0.050952512551775776,0.05086249328986588,0.05086102546871111,0.050967420374156115,0.05230679140186484,0.051107406799966115,0.05120596447425724,0.05214001628140263,0.056372617063821545,0.051871773357639074,0.05086010997104931,0.0510032068340819,0.05116510131581471
1-1099-18_1,DISP,53,Tomáš Lichovník,David Uhlíř,Josef Fiala,0.9999022835790313,,5.855454911065106e-06,3.1835257375630578e-09,4.3222547935958576e-05,0.10367800614430286,2.2633233523426905e-06,0.0020068870367908405,0.00014919827530998322,3.964779332464166e-05,0.9999022835790313,3.2856646576501894e-08,0.011259232069169182,4.241109440177104e-05,4.192103589048322e-08,0.0475085892909835,0.999755039301627,7.251457346096266e-08,4.603341089865626e-08,0.0009873688372718948,0.006127615299887251,0.04422010674564643,0.04421984795833832,0.04422175915336141,0.049050566730504994,0.04421994790149075,0.04430868116634988,0.0442264458347863,0.04422160107170651,0.12019026364347114,0.04421984927047923,0.04472054277715088,0.04422172326947321,0.044219849671305156,0.046371373723560774,0.12017256761780115,0.04421985102414681,0.044219849853153755,0.044263530679286595,0.04449164190798664
1-1099-18_1,DIS,1372,Tomáš Lichovník,David Uhlíř,David Uhlíř,0.998302958306177,,0.998302958306177,0.0025783705408583294,0.00047929331540408804,0.01711893816114981,0.00536779113220975,0.0037411256201904273,0.00818120569361205,4.570201525098268e-05,8.357702566857613e-06,0.002311543158263038,9.987475829840177e-05,0.0003272706416724527,0.0027890038150592835,0.010881112358361401,9.576293660473325e-05,0.01296328483023733,1.0550522522087021e-05,0.00021234043232762955,0.001435914117166288,0.13057377765168524,0.04824121917627102,0.04814006333587247,0.048947798468595496,0.04837597208028128,0.04829734452259371,0.04851226537942995,0.04811919474776729,0.048117397803065565,0.04822834881518375,0.048121801567148646,0.04813274551098229,0.048251381452436744,0.0486434209422676,0.04812160369928783,0.048744810452884736,0.04811750331597134,0.04812721392234378,0.04818613715593146
1-139-04,HEAD,94,Vojen Güttler,Ivana Janů,Jiří Zemánek,0.9513799793803446,,0.0031657034698629044,0.0024788295434474725,0.011333976190763186,4.767773275488971e-05,0.0019494383811275314,4.4949143281681584e-08,1.974423726589026e-05,0.9513799793803446,0.25587308760941213,6.960878273987542e-09,0.017053618981277233,0.0006032899968600117,8.77400721091381e-06,0.00010066483407886076,0.00012686031165037138,7.958773109478855e-05,0.7616695874370825,0.010344670559773558,4.709054556230888e-13,0.045453412618842705,0.04542220257475805,0.04582620896756539,0.045311908429952155,0.045398162825918596,0.04530975014902575,0.04531064272764026,0.11731964038296029,0.058521563143646704,0.04530974842778699,0.046089069530958295,0.04533709127728742,0.04531014566219206,0.04531430944024604,0.04531549648577019,0.04531335435594456,0.09704664962785566,0.04578089525923608,0.04530974811241269
1-139-04,REC,431,Vojen Güttler,Ivana Janů,Ivana Janů,0.07481234356655599,,0.010363820441452284,0.0019660557946114938,0.0002256817313292634,0.07481234356655599,1.642288638596291e-05,0.037143898289105165,0.0005484836274311864,0.031905394112254494,0.019352045070797092,1.9239231992248023e-05,0.02130176336698148,0.0012606809398968033,0.02717426912206688,1.643766012658759e-05,0.0010047496561156413,0.006587232292053221,1.2115428149478915e-05,0.004365661247423858,3.874616468152585e-06,0.05250821446134625,0.052069109166297624,0.05197856824959124,0.05600372164165227,0.05196769241240977,0.05393338646739205,0.05199534973838135,0.05365159492460612,0.05298229747844818,0.051967838771598066,0.05308569880218634,0.052032393876527736,0.05339836203367814,0.05196769318016699,0.052019078863101635,0.05231028654222978,0.05196746856422717,0.052194204514289716,0.05196704031186975
1-139-04,PART,441,Vojen Güttler,Ivana Janů,Jan Musil,0.28345216423067,,0.011484315019448493,0.003113168970955872,8.287836822897863e-05,0.008079264025196155,0.00022762918530684886,0.28345216423067,0.26528649155676837,0.004479974800979333,0.02552081993422517,1.3028893028029078e-06,0.00129182898776212,0.0012042163197420548,0.003924595142293848,0.0010570491711902124,0.00010759721184321955,0.0011252939965456952,4.201438194281497e-06,0.00030150293064243853,4.708403698701671e-05,0.05136334539826032,0.050935169992223264,0.05078105524940792,0.05118874801313931,0.05078840638067564,0.06741669197894148,0.06620307884252384,0.05100483607868283,0.052089390898369836,0.050776912929463736,0.0508424841623916,0.0508380299118326,0.05097651689490737,0.05083054877443481,0.05078231051388548,0.05083401781472933,0.050777060109041726,0.050792158449062576,0.05077923760802633
1-139-04,PROC,227,Vojen Güttler,Ivana Janů,Josef Fiala,0.9532879914762232,,0.0006151783450524277,0.000317924615729665,0.05136527250594939,5.253898538119885e-06,0.00010153722958138065,0.5594708326386966,1.5108870649825462e-05,0.00021723977615168831,0.9532879914762232,9.789449139261973e-08,1.4080301185832578e-05,5.4429087707361925e-05,2.9444006694584264e-06,0.005513869234930682,0.11785439669631637,0.004402414128486002,4.010264392539054e-05,0.0012099961322414748,2.3977070352187124e-05,0.04646607788062315,0.04645226771834895,0.048885099316459756,0.04643774572490564,0.04644221712100718,0.0812538490266073,0.04643820336984972,0.04644759091467126,0.1204693485339416,0.04643750629231802,0.046438155604956344,0.046440029365985035,0.04643763847715471,0.04669425927176752,0.052245917654625704,0.046642389529642836,0.04643936405028091,0.0464937249519172,0.0464386151949371
